annee;saison;8.25;8,75;9,25;9,75;10,25;10,75;11,25;11,75;12,25;12,75;13,25;13,75;14,25;14,75;15,25;15,75;16,25;16,75;17,25;17,75;18,25;18,75;19,25;19,75;20,25;20,75;21,25;21,75;22,25;22,75;23,25;23,75;24,25;24,75;25,25;25,75;26,25;26,75;primi;multi;femelles
2002;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2003;1;0;73350,97;73350,97;146701,9;325438,4;146701,9;430823,9;504174,9;1228403;1352352;1457738;2832842;4395965;4941457;4781284;4909422;5257613;4762720;6894087;7274313;9204191;14420488;20411611;29162225;29447251;22314547;14861498;6867146;1907125;765544,3;146701,9;73350,97;73350,97;0;0;0;0;0;42164815,32;636649066,6;
2003;2;0;0;0;0;68811,63;0;122543,8;487988,7;350365,4;68811,63;176276;1034083;1141295;1188720;2431171;2186084;2789778;3460098;5022504;7236561;10897317;12517550;17391777;23795843;40365128;46567662;44748867;34245803;16234334;6571396;2160046;1119908;397790,3;105277,8;0;0;0;0;170986803,9;45107579,34;
2003;3;0;0;0;0;0;0;0;115481;115481;28252,72;71866,85;173221,5;0;143733,7;302828,8;822493,3;692885,9;1097069;591531,3;1614264;1832334;2625340;3143769;2897446;5288119;5904197;7084790;6500669;3097685;1324326;474815,3;171986,4;115481;0;0;57740,49;14126,36;0;0;76784749;
2003;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004;1;0;0;0;0;219756,7;219756,7;152274,3;524305,2;1353159;1707881;1860155;1200885;2823973;3043730;3822411;8456366;15289644;15374436;19888980;18840370;23508944;22257886;21752646;23579937;26319119;25896915;21162614;16627249;9558660;3417516;304548,6;152274,3;0;0;0;0;0;0;114198441,5;765484729,2;
2004;2;0;0;0;0;0;0;0;444063,9;232422,9;444063,9;258003,3;760888,4;820372;1635946;2634055;2417616;4532803;6270407;9500022;13130963;15351333;21611532;23681019;26699705;32605651;34158733;37312268;37835324;31295268;20668208;9109470;3230327;498749;109981,9;109981,9;0;0;0;271441860,2;87698431,65;
2004;3;0;0;0;0;0;0;0;0;0;0;0;0;406433,2;638457;755251,7;1155140;2245337;2509413;3026096;4168091;7172039;9015868;8814276;9577803;9837792;11506319;9023196;12816961;11275242;9205097;5136459;2672298;458285,4;245168,9;0;0;0;0;0;147337168;
2004;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2005;1;0;318939,3;307080,9;307080,9;484338;153540,5;0;165398,8;649736,8;826994;496196,4;1122217;2953462;4051961;4016386;4158069;5232852;9698001;9957649;14587580;13217574;20872116;31704192;31124988;35897218;29412944;31810917;26247885;23861770;18806175;11363848;2894170;637878,5;472479,7;0;0;0;0;115855486,7;692710246,8;
2005;2;0;0;161403,5;161403,5;380341,3;161403,5;161403,5;771678,7;195668,7;380341,3;0;0;299537,8;0;633340,8;725140,4;1819830;2211167;4249731;6277095;7429782;8835467;12980922;21930848;26830893;29362776;30144174;29522847;25628652;20754429;13866800;7622637;3754117;1474623;57534,38;138134,3;0;0;178384034,8;34959087,65;
2005;3;0;0;0;0;0;0;118767,8;0;60812,25;149174;0;0;0;88361,7;149174;295491,2;1752220;3380193;3558665;5645822;6739190;5732840;5303801;4774271;7410108;7501091;7276326;5938130;5743158;4877150;3629534;2637324;748961,1;514282,1;88361,7;0;0;0;0;85764808;
2005;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2006;1;0;0;191233;71347,4;0;214042,2;998863,7;2311766;1501215;3316469;3031079;3867358;6284960;3870278;4563863;4777905;3270850;3433435;6299010;12583969;16933790;20447331;29238209;27166214;29055735;27976765;25328152;18780612;16320312;10945899;5497218;2868495;1027512;0;382466;0;0;0;77328925,65;461314126,3;
2006;2;0;0;0;0;517557,5;345038,3;172519,2;0;77603,77;905576,3;2451707;2606914;5387554;4714277;5023486;4633055;4720819;4462339;4616340;7265626;8561634;14341933;22779462;27487185;31878986;34824055;41224405;36509616;35939004;24590700;15396261;8874461;3771056;2988988;1004110;157619,8;0;0;222848719;163185702,4;
2006;3;0;0;247920,4;247920,4;0;0;495840,9;0;32837,18;0;652522;809203,1;743761,3;1213805;4633328;3054799;3427028;2533393;3426796;2565998;3564952;6842106;10694855;15565316;20193501;15488389;22161398;24501516;20448926;14430568;11157626;6203664;1972110;1534672;751033,5;0;0;0;0;375829046;
2006;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2007;1;0;0;0;203083,3;0;203083,3;0;0;0;1093740;796854,6;1890595;1890595;2156524;1296823;2344128;2344128;7266425;10578603;12515633;11468328;9264438;6702679;10951949;15326910;20013303;25590354;19465967;23261704;19558838;11123144;6092498;3640020;1218500;1015416;0;0;0;83408099,89;541235388,9;
2007;2;0;0;38858,64;116575,9;748404,5;631828,6;349727,7;748536,4;233151,8;194161,3;310869,1;427313,1;903839;1379969;1985852;2547627;4833467;4742968;7716985;17130178;21804872;22322683;22449349;23578149;28486838;38945600;45257582;56952880;60748768;56736318;40503743;32012671;18961451;10585044;4628423;1516858;253596,6;38858,64;264778536,2;227693768,1;
2007;3;0;0;0;0;85550,58;128325,9;128325,9;299427;113909,6;227819,2;42775,29;142268,6;163893;206668,3;448903,8;555605,3;434487,5;747857,3;790632,6;1325087;2707365;3212987;3190889;2627603;2158021;3340366;4237227;4756791;4316043;5083157;2997217;1964822;1316932;427279,4;78342,45;35567,16;0;0;0;64580063;
2007;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
